Raw Roll, Raw Pitch, Raw Yar, Raw X, Raw Y, Raw Z, DMP Roll, DMP Pitch, DMP Yaw
-235.58035,-2024.5676,-101.48752,795.91486,16244.785,-1090.0803,-1.6359711,-0.05053711,3.1166534,
-235.49773,-2024.5659,-101.57176,799.6981,16244.511,-1071.6436,-1.6361847,-0.05078125,3.116623,
-235.16867,-2024.7194,-101.58757,801.3035,16243.664,-1045.4529,-1.6352386,-0.050598145,3.11763,
-234.4292,-2024.9221,-101.529495,802.34845,16242.702,-1018.1824,-1.6337128,-0.05053711,3.119339,
-233.41783,-2025.4021,-101.43967,801.9892,16242.137,-983.0416,-1.6316681,-0.050109863,3.1215057,
-232.42702,-2026.1921,-101.371445,802.3657,16241.427,-945.0167,-1.6292877,-0.049926758,3.1240692,
-231.46623,-2026.9795,-101.307434,801.40485,16240.489,-911.5944,-1.6269989,-0.049621582,3.1265717,
-230.49165,-2027.7006,-101.23485,798.34064,16237.045,-888.81274,-1.6269989,-0.049621582,3.1265717,
-229.32426,-2028.5317,-101.13864,796.2827,16233.846,-867.40955,-1.624588,-0.049072266,3.1292877,
-228.1779,-2029.3577,-101.03111,796.23016,16230.366,-847.447,-1.624588,-0.049072266,3.1292877,
-224.74045,-2032.5719,-100.67433,794.2164,16222.576,-800.7105,-1.6224518,-0.04888916,3.1317291,
-224.09286,-2034.5406,-100.66264,793.6706,16221.224,-792.81696,-1.6204987,-0.048583984,3.1338654,
-223.60718,-2036.0696,-100.663864,794.0792,16221.506,-777.8147,-1.6190948,-0.048461914,3.1357574,
-223.0678,-2037.4281,-100.66246,791.64764,16224.96,-757.8144,-1.6190948,-0.048461914,3.1357574,
-222.5182,-2038.9163,-100.67293,790.95886,16224.969,-745.71277,-1.6177521,-0.04840088,3.1374054,
-222.18819,-2040.3185,-100.70329,791.9386,16220.478,-741.9197,-1.6177521,-0.04840088,3.1374054,
-221.82832,-2041.6793,-100.71866,791.1207,16219.734,-727.2087,-1.6164093,-0.04815674,3.1391144,
-221.50604,-2042.842,-100.71771,789.5849,16223.965,-707.07056,-1.615036,-0.047973633,3.1407013,
-221.3507,-2044.1229,-100.724335,786.3031,16223.773,-696.9444,-1.6137543,-0.047912598,-3.140976,
-221.3281,-2045.5975,-100.7328,781.9498,16223.101,-688.0309,-1.6127777,-0.047668457,-3.1398163,
-221.43004,-2047.1799,-100.74791,780.6313,16223.796,-680.9085,-1.6120758,-0.047546387,-3.1389008,
-221.63148,-2048.8003,-100.766495,780.84424,16223.5205,-680.397,-1.6114655,-0.047180176,-3.1381378,
-221.87514,-2050.4883,-100.77573,782.9355,16223.873,-683.93567,-1.6114655,-0.047180176,-3.1381378,
-221.94373,-2052.3528,-100.743805,782.01825,16223.891,-681.2219,-1.6111603,-0.04711914,-3.1376495,
-221.55351,-2053.8486,-100.643234,779.19324,16225.006,-670.48157,-1.6111603,-0.04711914,-3.1376495,
-220.85513,-2055.054,-100.50185,777.45056,16224.211,-658.7158,-1.6102753,-0.046936035,-3.1368256,
-220.23657,-2055.8882,-100.38333,773.4827,16228.394,-631.3308,-1.6088715,-0.046569824,-3.1354828,
-219.8819,-2056.5618,-100.29413,769.81177,16229.658,-614.1826,-1.6076813,-0.04626465,-3.1343231,
-219.68979,-2057.0608,-100.2213,766.60785,16222.799,-617.34485,-1.6069489,-0.046081543,-3.1336517,
-219.30998,-2057.3901,-100.125854,765.02405,16221.124,-611.99286,-1.6064606,-0.045837402,-3.1331635,
-218.66846,-2057.5894,-99.99997,764.79834,16221.517,-599.3779,-1.605545,-0.045654297,-3.132309,
-217.78412,-2057.7036,-99.84924,763.7954,16221.47,-582.72595,-1.605545,-0.045654297,-3.132309,
-216.39334,-2057.7793,-99.63579,761.0932,16226.227,-555.94214,-1.6041107,-0.04510498,-3.1310883,
-214.666,-2057.8203,-99.38983,756.9617,16234.606,-520.13965,-1.6041107,-0.04510498,-3.1310883,
-212.9092,-2057.8423,-99.14729,753.6432,16237.149,-493.61633,-1.6023712,-0.044921875,-3.1295013,
-211.6596,-2057.8562,-98.97296,751.3564,16233.64,-479.04318,-1.6003876,-0.044677734,-3.1278534,
-210.69463,-2057.8838,-98.83353,749.7982,16230.581,-468.82672,-1.5987701,-0.04449463,-3.1263275,
-209.94087,-2057.916,-98.72301,748.69574,16225.229,-465.8305,-1.5976105,-0.044189453,-3.12529,
-209.22466,-2057.9102,-98.623474,747.8035,16221.611,-459.13486,-1.5967255,-0.044189453,-3.1244354,
-208.49521,-2057.855,-98.5289,746.60065,16223.055,-445.11078,-1.5967255,-0.044189453,-3.1244354,
-207.65146,-2057.7327,-98.42688,745.0182,16219.755,-444.18634,-1.595871,-0.044006348,-3.1236725,
-206.8502,-2057.557,-98.33507,743.294,16212.286,-452.95203,-1.595871,-0.044006348,-3.1236725,
-206.08643,-2057.3594,-98.24936,741.4424,16209.963,-448.64404,-1.595047,-0.044006348,-3.12294,
-205.48572,-2057.1938,-98.18254,740.1758,16208.173,-439.66815,-1.594162,-0.043945313,-3.122116,
-204.90584,-2057.0273,-98.11998,739.4358,16204.861,-433.6894,-1.5932465,-0.043762207,-3.1212616,
-204.33372,-2056.85,-98.058655,738.5698,16205.58,-421.61017,-1.5923309,-0.043701172,-3.1204681,
-203.78705,-2056.6584,-97.99605,736.7908,16204.128,-413.8382,-1.5914154,-0.043701172,-3.1196136,
-203.34712,-2056.4758,-97.93967,734.6897,16204.12,-402.9444,-1.5904694,-0.0435791,-3.1186981,
-203.0759,-2056.3164,-97.89392,733.1986,16208.413,-384.4422,-1.5904694,-0.0435791,-3.1186981,
-203.04933,-2056.165,-97.86842,731.7567,16210.977,-371.58936,-1.589798,-0.043518066,-3.1180878,
-203.39993,-2056.0588,-97.887436,730.559,16212.783,-362.82123,-1.589798,-0.043518066,-3.1180878,
-203.89774,-2055.9932,-97.922485,729.681,16214.109,-358.92902,-1.5893707,-0.043518066,-3.117752,
-204.28604,-2055.969,-97.94627,730.19055,16211.6045,-361.12463,-1.5893707,-0.043518066,-3.1177216,
-204.56818,-2055.9595,-97.95772,730.849,16211.749,-356.20233,-1.5892792,-0.04321289,-3.11763,
-204.74977,-2055.956,-97.960526,730.3419,16213.879,-350.6726,-1.589035,-0.04321289,-3.117508,
-204.90582,-2055.968,-97.960556,729.1857,16209.797,-355.99335,-1.5888214,-0.04321289,-3.1171722,
-204.97389,-2055.9985,-97.948105,728.14514,16203.424,-363.5813,-1.5888214,-0.04321289,-3.1171722,
-204.96954,-2056.0408,-97.91971,728.70825,16205.486,-357.11365,-1.5884247,-0.04321289,-3.1168365,
-204.94168,-2056.0725,-97.88518,730.1148,16215.341,-337.99606,-1.5884247,-0.04321289,-3.1168365,
-204.90164,-2056.1072,-97.848114,729.8811,16217.511,-325.98907,-1.5878448,-0.043151855,-3.1163788,
-204.87907,-2056.1484,-97.81529,729.8707,16216.465,-319.5818,-1.587326,-0.043029785,-3.1158905,
-204.94109,-2056.195,-97.79077,730.66113,16216.124,-318.81403,-1.5868683,-0.043029785,-3.1154327,
-205.05933,-2056.255,-97.776184,728.97314,16213.917,-318.62296,-1.5865021,-0.04296875,-3.115158,
-205.22046,-2056.336,-97.765564,726.6542,16212.83,-315.5517,-1.5862885,-0.04296875,-3.1148834,
-205.47765,-2056.4338,-97.76099,724.46704,16211.253,-315.38696,-1.5862885,-0.04296875,-3.1148834,
-205.89925,-2056.5664,-97.76503,722.79865,16209.134,-316.6383,-1.5860748,-0.04296875,-3.1147919,
-206.42534,-2056.71,-97.78064,722.6967,16207.626,-318.8643,-1.5860748,-0.04296875,-3.1147919,
-207.00658,-2056.866,-97.800674,723.20483,16208.768,-320.6677,-1.5861664,-0.042785645,-3.1148834,
-207.50017,-2057.0154,-97.81821,723.76215,16208.396,-323.79037,-1.5864105,-0.042785645,-3.115219,
-207.84935,-2057.2747,-97.8215,719.3649,16207.162,-320.40228,-1.5865936,-0.042785645,-3.1153717,
-208.01396,-2059.0093,-97.821976,710.1087,16210.351,-299.15747,-1.5865936,-0.042785645,-3.1154327,
-208.25938,-2062.2317,-97.84236,709.1764,16213.42,-288.13528,-1.5864105,-0.04272461,-3.1152496,
-208.89758,-2065.4126,-97.8882,714.13586,16211.384,-303.50922,-1.5865021,-0.04260254,-3.1152496,
-210.04132,-2068.2805,-97.96692,713.80054,16204.952,-322.74432,-1.5865021,-0.04260254,-3.1152496,
-211.46959,-2071.365,-98.06081,714.1986,16200.863,-339.65594,-1.587326,-0.04260254,-3.115921,
-212.44675,-2074.1409,-98.11836,717.0563,16200.782,-355.27618,-1.587326,-0.04260254,-3.115921,
-213.05083,-2076.642,-98.146225,715.1292,16200.409,-360.6364,-1.588211,-0.04260254,-3.116745,
-213.36708,-2078.523,-98.157166,712.995,16202.873,-352.86365,-1.5884552,-0.04260254,-3.116867,
-213.56894,-2080.215,-98.159515,712.77374,16205.991,-343.36884,-1.5885162,-0.042541504,-3.1168365,
-213.76318,-2081.744,-98.16164,709.4754,16206.297,-337.223,-1.5883331,-0.042297363,-3.1166534,
-214.00565,-2083.1265,-98.171036,706.407,16206.772,-331.29187,-1.588211,-0.042297363,-3.1164093,
-214.3034,-2084.3743,-98.18947,704.4452,16207.101,-324.65417,-1.5880585,-0.042236328,-3.1163177,
-214.6961,-2085.5022,-98.21852,702.37964,16206.796,-319.28018,-1.5880585,-0.042236328,-3.1163177,
-215.23395,-2086.7266,-98.25589,701.12054,16205.821,-317.04297,-1.5879974,-0.042236328,-3.1162872,
-215.79283,-2087.8342,-98.29251,700.7872,16203.945,-316.42914,-1.5879974,-0.042236328,-3.1162872,
-216.37964,-2088.8403,-98.33446,699.58734,16203.756,-313.27734,-1.5879974,-0.042114258,-3.1162872,
-216.90953,-2089.602,-98.3734,698.1076,16203.186,-315.2396,-1.588211,-0.042114258,-3.1163788,
-217.40419,-2090.2932,-98.40846,697.6756,16203.073,-318.10532,-1.5884247,-0.042114258,-3.1165314,
-217.9788,-2090.925,-98.447495,697.4868,16208.97,-305.38818,-1.5885162,-0.042053223,-3.116623,
-218.68095,-2091.5037,-98.49263,697.4169,16210.377,-302.44077,-1.5888214,-0.042053223,-3.116867,
-219.35449,-2092.029,-98.53569,697.2539,16210.045,-309.18582,-1.5892792,-0.042053223,-3.1172638,
-220.01552,-2092.5068,-98.57944,697.2072,16214.645,-308.25806,-1.5892792,-0.042053223,-3.1172638,
-220.8855,-2093.032,-98.63867,698.065,16215.085,-313.7215,-1.5898285,-0.042053223,-3.11763,
-221.89894,-2093.5166,-98.709946,699.0369,16212.782,-324.3372,-1.5898285,-0.042053223,-3.11763,
-223.00558,-2093.962,-98.79205,698.9119,16211.909,-334.79102,-1.5903778,-0.042053223,-3.1181183,
-223.90096,-2094.301,-98.86116,699.19934,16209.924,-345.69904,-1.5911102,-0.042053223,-3.1186981,
-224.48181,-2094.6084,-98.90585,700.7577,16204.638,-358.31552,-1.5918427,-0.042114258,-3.119339,
-224.60301,-2094.8853,-98.91615,701.0604,16202.38,-356.4735,-1.5919342,-0.042114258,-3.119339,
-224.61731,-2095.1392,-98.92293,699.2334,16204.147,-343.6184,-1.5912323,-0.042053223,-3.1186981,
-224.79231,-2095.378,-98.94649,697.989,16204.638,-339.747,-1.5912323,-0.042053223,-3.1186981,
-225.0262,-2095.6416,-98.97792,697.6689,16203.68,-337.66248,-1.5904999,-0.042053223,-3.1180878,
-225.14093,-2095.879,-99.00023,696.98083,16202.617,-332.8871,-1.5904999,-0.042053223,-3.1180878,
-225.13643,-2096.0957,-99.01134,696.0617,16203.561,-325.49005,-1.589798,-0.041870117,-3.1173859,
-225.06577,-2096.263,-99.01218,696.5342,16204.909,-314.53378,-1.588913,-0.041870117,-3.1166534,
-225.02457,-2096.4187,-99.01294,698.359,16205.424,-303.9734,-1.5879669,-0.041809082,-3.115921,
-225.10472,-2096.5664,-99.0211,699.40155,16204.487,-295.7688,-1.5870819,-0.04168701,-3.1152496,
-225.29408,-2096.7065,-99.040924,699.3401,16203.344,-287.5849,-1.5865021,-0.041625977,-3.1147003,
-225.58423,-2096.838,-99.07123,699.98456,16204.515,-280.21942,-1.5861359,-0.041625977,-3.1143646,
-226.00998,-2096.961,-99.10849,701.2644,16206.568,-274.69028,-1.5861359,-0.041625977,-3.1143646,
-226.56856,-2097.1,-99.15471,701.4165,16206.017,-273.51315,-1.5858612,-0.041625977,-3.114151,
-227.0623,-2097.231,-99.19632,701.0535,16203.221,-276.85266,-1.5858612,-0.041625977,-3.114151,
-227.86069,-2097.4727,-99.26749,699.863,16199.05,-279.05408,-1.5858307,-0.041625977,-3.113968,
-228.12723,-2097.5632,-99.292786,699.1555,16198.251,-275.1411,-1.5854034,-0.041625977,-3.1138458,
-228.34215,-2097.645,-99.31555,698.01886,16196.432,-271.91937,-1.5854034,-0.041625977,-3.1138458,
-228.58896,-2097.736,-99.343094,696.9959,16197.194,-266.32053,-1.5851593,-0.041625977,-3.1136322,
-228.87392,-2097.824,-99.37387,695.7753,16200.38,-258.7822,-1.5851593,-0.041625977,-3.1136322,
-229.55792,-2097.9917,-99.44388,693.7081,16201.327,-247.8613,-1.5848236,-0.041625977,-3.113388,
-229.83694,-2098.0586,-99.46863,694.516,16200.9,-243.86859,-1.584549,-0.041625977,-3.1131744,
-230.06313,-2098.124,-99.48093,695.44293,16202.615,-239.07547,-1.584549,-0.041625977,-3.1131744,
-230.42339,-2098.2678,-99.48839,695.5484,16203.028,-232.4989,-1.5843048,-0.041259766,-3.1128693,
-230.55017,-2098.3374,-99.49786,697.07196,16202.231,-228.9428,-1.5843048,-0.041259766,-3.1128693,
-230.78394,-2098.4033,-99.51836,698.0432,16203.713,-223.24292,-1.5839691,-0.041259766,-3.1125336,
-231.2637,-2098.4685,-99.557755,698.61743,16206.746,-217.11331,-1.5839691,-0.041259766,-3.1125336,
-231.81877,-2098.5303,-99.602234,699.1343,16207.477,-217.3953,-1.5837555,-0.041259766,-3.1124115,
-232.2571,-2098.5789,-99.63806,699.69934,16206.435,-219.64859,-1.5835724,-0.041259766,-3.1124115,
-232.68178,-2098.6277,-99.67282,699.70807,16204.397,-220.27689,-1.5835419,-0.041259766,-3.11232,
-233.05354,-2098.6743,-99.70157,698.5162,16201.264,-221.24225,-1.5834808,-0.041259766,-3.1122894,
-233.41827,-2098.7185,-99.729965,697.54346,16201.742,-222.0111,-1.5833588,-0.041259766,-3.1121979,
-233.82884,-2098.7634,-99.7605,698.0677,16201.874,-225.40239,-1.5832672,-0.041259766,-3.1120148,
-234.28316,-2098.8088,-99.79297,699.13934,16197.793,-231.0539,-1.5832672,-0.041259766,-3.1120148,
-234.6932,-2098.8608,-99.82207,699.10406,16195.72,-234.74055,-1.5831146,-0.041259766,-3.1120148,
-234.80472,-2098.9077,-99.83029,698.17255,16195.753,-235.15924,-1.5831146,-0.041259766,-3.1120148,
-234.77034,-2098.9526,-99.8347,698.5339,16198.083,-228.03789,-1.582901,-0.041259766,-3.1118011,
-234.75453,-2098.9941,-99.84549,697.8593,16200.279,-219.42924,-1.5823212,-0.04119873,-3.1113434,
-234.72285,-2099.0388,-99.8577,696.7523,16202.257,-210.98169,-1.5816193,-0.04119873,-3.1107635,
-234.71179,-2099.0815,-99.8712,696.9558,16204.936,-200.57964,-1.58107,-0.04107666,-3.1102753,
-234.8091,-2099.1199,-99.8958,697.2389,16202.248,-201.11543,-1.5805511,-0.04107666,-3.109787,
-234.68709,-2099.147,-99.907974,697.9935,16196.33,-206.09654,-1.5801239,-0.04107666,-3.1094818,
-234.02074,-2099.1565,-99.87651,697.87286,16192.704,-205.38078,-1.5801239,-0.04107666,-3.1094818,
-232.82922,-2099.1636,-99.80368,695.6648,16191.34,-194.63907,-1.5791473,-0.04107666,-3.1085968,
-231.49063,-2099.188,-99.71719,694.7773,16192.511,-176.37369,-1.5791473,-0.04107666,-3.1085968,
-228.24316,-2099.2754,-99.49324,698.26843,16195.064,-143.00075,-1.5774994,-0.041015625,-3.1073456,
-226.6115,-2099.2813,-99.3647,694.62115,16185.766,-133.99852,-1.5755463,-0.04083252,-3.105667,
-225.0632,-2099.2717,-99.239044,689.63904,16188.395,-102.4023,-1.5755463,-0.04083252,-3.105667,
-222.1674,-2099.1953,-98.98906,673.88153,16204.847,-21.96988,-1.573349,-0.040649414,-3.1039276,
-221.10713,-2099.1843,-98.89877,674.2727,16203.367,-14.074158,-1.573349,-0.040649414,-3.1039276,
-220.34407,-2099.1924,-98.84442,673.3251,16202.036,-5.268463,-1.571579,-0.04058838,-3.1024323,
-219.81303,-2099.2058,-98.825455,674.0718,16202.838,5.555893,-1.571579,-0.04058838,-3.1024323,
-219.46088,-2099.2207,-98.83234,673.24426,16203.06,12.798355,-1.570221,-0.04034424,-3.1014557,
-219.26686,-2099.2444,-98.84747,672.1995,16200.56,13.218018,-1.5692749,-0.04034424,-3.1005707,
-218.97491,-2099.2805,-98.84863,672.7589,16199.31,14.795425,-1.568512,-0.04034424,-3.0998688,
-218.59244,-2099.3281,-98.82973,672.2626,16199.784,20.414047,-1.5674438,-0.040283203,-3.0990753,
-218.22327,-2099.3835,-98.802734,669.1166,16202.311,32.369095,-1.5663757,-0.040283203,-3.0981293,
-217.9008,-2099.4634,-98.775925,666.0852,16206.184,46.327774,-1.5653687,-0.040161133,-3.0973053,
-217.75035,-2099.595,-98.75679,665.9564,16209.77,55.59131,-1.5653687,-0.040161133,-3.0973053,
-217.76454,-2099.7642,-98.74213,665.5405,16209.099,58.42978,-1.5646362,-0.040100098,-3.0967255,
-217.95091,-2099.9014,-98.73491,664.1665,16203.895,57.985123,-1.5646362,-0.040100098,-3.0967255,
-218.26231,-2100.0486,-98.74339,664.5294,16203.711,62.08383,-1.564331,-0.040100098,-3.0964508,
-218.61331,-2100.192,-98.77222,666.3558,16207.544,67.47223,-1.5641785,-0.040100098,-3.0964203,
-219.09833,-2100.3428,-98.82555,666.69977,16207.295,66.52318,-1.564331,-0.040100098,-3.0964508,
-219.75708,-2100.4988,-98.90102,665.9096,16207.7705,63.269623,-1.5646362,-0.040100098,-3.0967255,
-220.49553,-2100.6494,-98.986496,666.59814,16208.099,55.542603,-1.5652771,-0.040161133,-3.0971832,
-221.41872,-2100.7996,-99.10324,668.2176,16210.193,51.687576,-1.5660095,-0.040283203,-3.0976715,
-222.74094,-2100.9548,-99.28064,669.975,16217.777,56.915955,-1.5660095,-0.040283203,-3.0976715,
-224.70169,-2101.1194,-99.5291,675.55566,16217.705,39.62683,-1.5670471,-0.04034424,-3.098526,
-226.89137,-2101.2346,-99.77666,681.0781,16210.641,7.6707306,-1.5670471,-0.04034424,-3.098526,
-231.45547,-2101.3604,-100.25177,684.56287,16198.422,-38.335754,-1.5687256,-0.040649414,-3.0997467,
-233.10396,-2101.4138,-100.43027,684.78564,16195.786,-49.49829,-1.570221,-0.04083252,-3.100937,
-234.5851,-2101.4795,-100.59592,686.4857,16193.913,-62.143875,-1.570221,-0.04083252,-3.100937,
-237.12073,-2101.671,-100.8985,688.36316,16189.602,-84.73735,-1.5714264,-0.041015625,-3.1017609,
-237.83624,-2101.8018,-100.990234,686.8062,16189.247,-84.56108,-1.5714264,-0.041015625,-3.1017609,
-237.98895,-2102.1245,-101.02852,685.3435,16191.301,-80.24065,-1.5718842,-0.04107666,-3.102127,
-237.5069,-2102.3208,-100.98749,686.288,16191.776,-78.21463,-1.5718842,-0.04107666,-3.102127,
-235.5479,-2108.1597,-100.83989,466.6795,10647.68,-313.33722,-1.5721283,-0.04119873,-3.1021576,
-234.85805,-2115.5264,-100.88371,474.19543,11199.353,-309.89478,-1.5721283,-0.04119873,-3.1021576,
-234.17024,-2123.9985,-100.95943,485.55865,11705.752,-292.90002,-1.5720978,-0.04119873,-3.102127,
-233.64877,-2132.5254,-101.05873,491.28656,12157.709,-252.81087,-1.571701,-0.041259766,-3.1019135,
-233.33966,-2142.7244,-101.20038,503.33997,12555.27,-210.23247,-1.5714264,-0.041625977,-3.1017609,
-233.2984,-2154.8691,-101.38274,520.68634,12918.7705,-204.00433,-1.5714264,-0.041809082,-3.1019135,
-233.45831,-2169.301,-101.629166,527.6001,13244.819,-215.19495,-1.571579,-0.042053223,-3.1022491,
-233.5624,-2185.6543,-101.93594,534.4223,13536.5625,-209.67024,-1.5716705,-0.042297363,-3.1027374,
-233.49634,-2203.3098,-102.26944,547.2606,13802.728,-216.69511,-1.5716705,-0.042297363,-3.1027374,
-233.09302,-2225.8232,-102.701004,564.61365,14041.075,-216.51904,-1.5712128,-0.04260254,-3.1030731,
-232.2454,-2249.4597,-103.1642,580.03125,14254.587,-196.76537,-1.5712128,-0.04260254,-3.1030731,
-227.33171,-2330.3706,-104.73566,624.07776,14774.411,-139.73486,-1.5696716,-0.04272461,-3.1028595,
-225.88487,-2356.864,-105.28549,636.2479,14914.985,-88.16971,-1.5673218,-0.042785645,-3.1024017,
-225.02068,-2378.6536,-105.768295,642.30225,15041.7,-58.757233,-1.5653076,-0.043029785,-3.101944,
-224.53009,-2400.047,-106.28273,644.65186,15155.144,-56.58026,-1.5653076,-0.043029785,-3.101944,
-224.3032,-2424.8687,-106.92444,645.3668,15258.941,-51.12184,-1.5639648,-0.04321289,-3.1015778,
-224.3684,-2448.5938,-107.58278,643.7108,15352.658,-48.308792,-1.5639648,-0.04321289,-3.1015778,
-224.60963,-2472.0413,-108.265076,650.2185,15434.004,-56.274506,-1.5630493,-0.043762207,-3.1012726,
-224.87819,-2491.816,-108.84485,653.67596,15514.513,-65.0432,-1.562561,-0.044189453,-3.1009674,
-225.3316,-2511.6716,-109.43086,651.28894,15586.67,-61.037872,-1.5623779,-0.04449463,-3.1006927,
-226.03235,-2531.626,-110.03633,651.0403,15645.213,-56.933228,-1.562561,-0.044921875,-3.1003265,
-226.81938,-2551.396,-110.65042,652.8159,15696.401,-62.536804,-1.5631714,-0.04559326,-3.1000214,
-227.55266,-2570.8604,-111.262955,663.8117,15737.673,-73.6785,-1.5631714,-0.04559326,-3.1000214,
-227.79411,-2593.5237,-111.955124,677.407,15780.414,-69.30948,-1.5638733,-0.045776367,-3.0996552,
-226.92683,-2615.1401,-112.566086,688.94275,15823.28,-44.58246,-1.5638733,-0.045776367,-3.0996552,
-225.6682,-2636.257,-113.145325,689.8272,15866.159,-34.82524,-1.563324,-0.045837402,-3.0991058,
-224.80653,-2653.823,-113.642105,684.82465,15906.449,-37.241074,-1.5621338,-0.045654297,-3.098648,
-224.04259,-2671.175,-114.1447,685.82104,15941.71,-21.719635,-1.5612183,-0.045654297,-3.0981598,
-223.55821,-2688.1865,-114.648544,684.1184,15970.745,9.945251,-1.5604553,-0.04559326,-3.097702,
-223.54602,-2705.2869,-115.15715,676.3876,15989.879,33.644623,-1.5601807,-0.045654297,-3.0971832,
-223.61736,-2722.5977,-115.64732,670.3296,16004.699,28.180466,-1.5605164,-0.045776367,-3.096695,
-223.42465,-2739.9255,-116.10344,674.2752,16014.438,12.565369,-1.5605164,-0.045776367,-3.096695,
-222.76126,-2760.2185,-116.5903,681.82526,16024.803,23.105865,-1.560669,-0.045837402,-3.0962372,
-221.57428,-2779.464,-116.998535,689.32007,16037.631,51.68759,-1.560669,-0.045837402,-3.0962372,
-220.13242,-2797.776,-117.34779,684.96814,16055.773,75.811356,-1.5600586,-0.045654297,-3.0959625,
-219.21565,-2812.3726,-117.634674,670.5539,16078.7,88.82472,-1.5590515,-0.04510498,-3.0959625,
-218.87694,-2826.6172,-117.95024,666.67896,16096.735,91.43889,-1.5585632,-0.045043945,-3.0957794,
-218.85391,-2840.8237,-118.284546,670.5898,16107.067,88.79285,-1.5590515,-0.045043945,-3.0953522,
-218.89557,-2855.008,-118.62247,672.5098,16114.067,82.11247,-1.559967,-0.045043945,-3.095047,
-219.00803,-2869.1182,-118.96692,675.9375,16122.767,77.99971,-1.5607605,-0.04510498,-3.0946503,
-219.17667,-2883.0034,-119.31938,684.0211,16129.996,82.39627,-1.5607605,-0.04510498,-3.0946503,
-219.4723,-2899.612,-119.73848,683.39825,16135.003,78.055176,-1.561615,-0.04510498,-3.094162,
-219.88504,-2916.4663,-120.1456,674.6397,16141.809,59.151886,-1.561615,-0.04510498,-3.094162,
-221.02213,-2950.8162,-120.954895,672.58954,16152.396,41.81392,-1.5623779,-0.04510498,-3.0937347,
-221.61676,-2965.2935,-121.30545,674.1097,16153.763,38.63202,-1.5631714,-0.04510498,-3.093216,
-222.23933,-2980.2659,-121.6734,679.9767,16150.194,28.969986,-1.5631714,-0.04510498,-3.093216,
-222.79715,-2998.2478,-122.10321,681.95776,16147.482,25.972824,-1.5639648,-0.04510498,-3.0927582,
-222.99988,-3015.7844,-122.490036,677.44226,16145.942,21.075943,-1.5639648,-0.04510498,-3.0927582,
-222.7421,-3032.9795,-122.83255,669.9792,16148.454,16.568802,-1.5641174,-0.04510498,-3.092453,
-222.19728,-3047.132,-123.09166,668.66113,16157.313,41.705276,-1.563385,-0.04486084,-3.0926666,
-221.86908,-3060.6702,-123.37225,675.4729,16169.486,90.321594,-1.5622253,-0.0446167,-3.0930939,
-222.01785,-3072.9915,-123.68753,681.00366,16167.744,100.68414,-1.5615845,-0.04449463,-3.093216,
-222.17393,-3084.0728,-123.98572,685.28143,16162.478,88.715576,-1.5617065,-0.0446167,-3.0931244,
-222.24965,-3094.062,-124.261734,688.43164,16164.036,88.04147,-1.5621338,-0.0446167,-3.0930939,
-222.45996,-3103.042,-124.54007,692.36646,16160.44,82.53598,-1.5621338,-0.0446167,-3.0930939,
-222.74695,-3112.7375,-124.85564,694.7081,16162.402,82.679825,-1.5623779,-0.044677734,-3.0931244,
-222.98727,-3121.4695,-125.13367,695.11597,16170.566,92.206985,-1.5623779,-0.044677734,-3.0931244,
-223.47546,-3136.4124,-125.60968,694.59375,16181.398,110.95766,-1.5625916,-0.044677734,-3.0933075,
-223.67252,-3141.724,-125.79611,695.81287,16182.064,115.25745,-1.5628357,-0.044677734,-3.0936127,
-223.73506,-3146.5125,-125.9639,697.60986,16180.564,114.52835,-1.5628357,-0.044677734,-3.0936127,
-223.38654,-3151.6772,-126.10608,699.32715,16185.413,127.86876,-1.5626831,-0.044677734,-3.0940704,
-222.42937,-3156.3108,-126.15622,700.07294,16197.475,157.77068,-1.5626831,-0.044677734,-3.0940704,
-221.77744,-3160.5916,-126.24924,762.22906,16203.031,146.69148,-1.5620117,-0.04449463,-3.0948944,
-222.1016,-3163.4556,-126.41878,770.8808,16190.137,134.72078,-1.5618896,-0.0446167,-3.0953522,
-222.94308,-3165.6091,-126.6165,714.68286,16179.531,150.04085,-1.5629272,-0.044921875,-3.0950165,
-224.01312,-3167.5713,-126.819046,712.19336,16183.783,144.93343,-1.5646362,-0.045043945,-3.0943146,
-224.93434,-3169.3384,-126.99147,715.1516,16181.512,122.54112,-1.5664978,-0.04559326,-3.0934296,
-225.37433,-3170.9036,-127.09926,717.91394,16177.867,107.786865,-1.5679626,-0.04559326,-3.0929413,
-225.38371,-3172.2825,-127.13641,718.30054,16180.886,110.60419,-1.5679626,-0.04559326,-3.0929413,
-225.09425,-3173.7642,-127.13164,718.14856,16183.003,116.23901,-1.5682373,-0.04559326,-3.0931854,
-224.69293,-3175.1187,-127.10936,717.51196,16183.009,123.0099,-1.5682373,-0.04559326,-3.0931854,
-224.37418,-3176.3599,-127.08934,715.73926,16188.612,133.10269,-1.5678406,-0.04510498,-3.0939178,
-224.3944,-3177.301,-127.10176,714.0439,16193.556,136.48752,-1.5672913,-0.045043945,-3.0946808,
-224.52483,-3178.1506,-127.1279,714.7175,16189.907,125.13736,-1.5672302,-0.044921875,-3.0951385,
-224.47255,-3178.9138,-127.136475,713.3243,16190.521,123.820114,-1.5672302,-0.04486084,-3.095749,
