Raw Roll, Raw Pitch, Raw Yar, Raw X, Raw Y, Raw Z, DMP Roll, DMP Pitch, DMP Yaw
-40.21376,-966.3256,-58.709106,696.2726,16199.949,39.555496,-1.5893707,-0.049438477,0.08642578,
-40.737244,-966.3428,-58.766068,696.92395,16201.359,41.49826,-1.5894012,-0.049438477,0.086364746,
-41.19153,-966.3556,-58.813705,696.8103,16201.229,41.147247,-1.5894623,-0.049438477,0.08642578,
-41.631104,-966.3672,-58.85916,695.8082,16200.312,40.231476,-1.5897064,-0.049438477,0.08657837,
-42.068375,-966.3776,-58.904984,696.20605,16200.086,39.60724,-1.589798,-0.049438477,0.08660889,
-42.536987,-966.38696,-58.953735,696.5641,16199.283,39.04544,-1.5898285,-0.049438477,0.08666992,
-43.026077,-966.3954,-59.002594,696.3865,16197.261,37.54007,-1.5898285,-0.049438477,0.08666992,
-43.61714,-966.40753,-59.05835,697.02637,16197.24,36.385193,-1.5899506,-0.049438477,0.08670044,
-44.205963,-966.4244,-59.108536,698.4021,16199.221,36.345566,-1.5899506,-0.049438477,0.08670044,
-44.799057,-966.4426,-59.156723,699.5403,16199.005,31.811005,-1.5900421,-0.049438477,0.08679199,
-45.2686,-966.45624,-59.195343,699.6649,16197.61,28.129822,-1.5901947,-0.049438477,0.08691406,
-45.70366,-966.4685,-59.23259,699.07715,16196.755,29.31569,-1.5902863,-0.04949951,0.08709717,
-46.11017,-966.47705,-59.268616,699.448,16196.185,29.883072,-1.5902863,-0.04949951,0.08691406,
-46.491226,-966.4823,-59.30356,700.2817,16195.772,31.093552,-1.5902863,-0.04949951,0.08682251,
-46.868652,-966.4895,-59.33995,699.5323,16195.301,29.683578,-1.5902863,-0.04949951,0.08666992,
-47.250717,-966.4984,-59.377686,697.8581,16196.276,25.015442,-1.5902863,-0.04949951,0.08666992,
-47.699738,-966.5081,-59.42148,696.5513,16197.154,24.813171,-1.5902557,-0.04949951,0.08642578,
-48.1308,-966.51685,-59.46089,695.57513,16197.044,30.129791,-1.5902557,-0.04949951,0.08642578,
-48.560455,-966.52466,-59.499344,695.29645,16196.445,32.515305,-1.5901947,-0.04949951,0.08621216,
-48.932587,-966.5331,-59.533173,695.44556,16195.707,32.262833,-1.5901642,-0.04949951,0.08590698,
-49.309906,-966.5431,-59.566116,696.67944,16196.142,33.93515,-1.5900421,-0.049438477,0.08569336,
-49.69438,-966.5546,-59.600754,696.09033,16197.032,35.04033,-1.5900421,-0.04949951,0.08547974,
-50.107758,-966.56995,-59.641907,693.66064,16196.635,33.83551,-1.5900421,-0.04949951,0.085357666,
-50.504974,-966.5863,-59.68396,692.67365,16196.178,31.551483,-1.5900421,-0.04949951,0.08526611,
-50.835022,-966.5985,-59.7218,691.5854,16196.565,29.39589,-1.5900421,-0.04949951,0.08526611,
-51.206024,-966.6117,-59.768616,691.40576,16197.514,27.05597,-1.5900421,-0.04949951,0.085235596,
-51.605743,-966.6295,-59.82271,691.944,16199.067,25.449936,-1.5900421,-0.04949951,0.085235596,
-52.016556,-966.64856,-59.87741,692.2284,16199.166,25.404175,-1.5900421,-0.04949951,0.084991455,
-52.374542,-966.66534,-59.92343,692.6843,16198.855,27.162552,-1.5900116,-0.04949951,0.08477783,
-52.76906,-966.683,-59.97232,692.3948,16198.575,26.645584,-1.5900116,-0.049438477,0.08468628,
-53.16678,-966.69885,-60.018845,693.134,16198.823,24.480728,-1.5900421,-0.049438477,0.08468628,
-53.536972,-966.7131,-60.0607,694.59906,16199.546,23.832062,-1.5900421,-0.049438477,0.08465576,
-53.91504,-966.7284,-60.103363,695.0178,16198.197,23.648163,-1.5901947,-0.049438477,0.084503174,
-54.327637,-966.7472,-60.14923,694.7949,16196.784,23.782578,-1.5901947,-0.049438477,0.084503174,
-54.81215,-966.7705,-60.201767,693.69446,16197.711,26.003036,-1.5902557,-0.049438477,0.084503174,
-55.2482,-966.79144,-60.249054,692.4042,16199.645,31.40062,-1.5902557,-0.049438477,0.084503174,
-55.706955,-966.8103,-60.297653,691.34283,16200.285,34.258896,-1.5902557,-0.049438477,0.08441162,
-56.110535,-966.82446,-60.341553,692.18726,16199.963,33.83206,-1.5902557,-0.049438477,0.08432007,
-56.49893,-966.8372,-60.386078,693.4471,16200.571,33.547882,-1.5902863,-0.049438477,0.08432007,
-56.91536,-966.85114,-60.436066,693.8811,16201.52,32.692276,-1.5902863,-0.049438477,0.08428955,
-57.348267,-966.8662,-60.491135,694.5716,16201.173,30.622543,-1.5903778,-0.049438477,0.08432007,
-57.764587,-966.87976,-60.545593,694.99316,16200.361,29.459625,-1.5904694,-0.049438477,0.08441162,
-58.17917,-966.89197,-60.599594,694.9726,16199.131,30.21257,-1.5904694,-0.049438477,0.08441162,
-58.669327,-966.90515,-60.663956,694.9541,16197.124,28.69075,-1.5904999,-0.049438477,0.08441162,
-59.140427,-966.917,-60.724884,695.7373,16194.918,24.121902,-1.5904999,-0.049438477,0.08441162,
-60.00656,-966.93726,-60.829056,697.64636,16192.035,18.918625,-1.5906525,-0.049438477,0.08432007,
-60.372345,-966.94446,-60.868546,698.4602,16191.4375,18.026398,-1.5906525,-0.049438477,0.08428955,
-60.776367,-966.951,-60.909073,699.29266,16190.399,15.023926,-1.5906525,-0.049438477,0.08428955,
-62.14868,-966.9678,-61.041565,700.7621,16187.184,10.4153595,-1.5904999,-0.049438477,0.08395386,
-62.646378,-966.97284,-61.085403,701.06445,16189.471,13.372772,-1.5904999,-0.049438477,0.08395386,
-63.588913,-966.98157,-61.16034,702.9811,16192.111,16.690323,-1.5903778,-0.049438477,0.083465576,
-63.99005,-966.9823,-61.192276,701.86176,16192.506,17.620544,-1.5903778,-0.049438477,0.083465576,
-64.39017,-966.983,-61.22702,699.65466,16194.061,20.35727,-1.5900116,-0.049072266,0.08267212,
-64.84305,-966.98956,-61.270264,696.8685,16195.86,23.920044,-1.5900116,-0.049072266,0.08267212,
-65.31949,-967.00146,-61.31816,694.461,16196.18,26.626648,-1.5894623,-0.04888916,0.08154297,
-65.787186,-967.0152,-61.36725,692.5941,16195.567,28.462708,-1.5894623,-0.04888916,0.08154297,
-66.27171,-967.0306,-61.420486,692.71356,16194.116,28.315598,-1.5889435,-0.048828125,0.08041382,
-66.6792,-967.04456,-61.465317,692.82104,16193.011,26.583588,-1.5884552,-0.048583984,0.07928467,
-67.08606,-967.0597,-61.51068,691.51807,16193.516,27.724136,-1.5878754,-0.048461914,0.07803345,
-67.5121,-967.07574,-61.561493,691.0453,16193.17,28.950577,-1.587265,-0.04815674,0.07659912,
-67.952896,-967.0902,-61.617203,692.21936,16192.559,27.954865,-1.5866241,-0.047973633,0.075408936,
-68.40199,-967.1033,-61.67482,692.7761,16193.008,25.959,-1.5860748,-0.047729492,0.074035645,
-68.851074,-967.115,-61.73166,691.77765,16193.213,22.163223,-1.5860748,-0.047729492,0.074035645,
-69.354034,-967.12463,-61.79605,691.4788,16192.897,20.846542,-1.5852814,-0.047546387,0.072784424,
-69.78874,-967.1304,-61.854004,691.3099,16192.514,22.260895,-1.5852814,-0.047546387,0.072784424,
-70.22809,-967.1385,-61.90918,690.8579,16193.567,23.433838,-1.5847015,-0.047180176,0.0715332,
-70.61253,-967.1471,-61.953064,691.55084,16194.916,21.890106,-1.5840607,-0.04699707,0.07015991,
-70.98802,-967.15485,-61.99501,692.17444,16195.43,22.500275,-1.5833588,-0.04675293,0.06878662,
-71.378555,-967.1618,-62.037766,692.7357,16196.393,25.048935,-1.5828094,-0.046569824,0.06744385,
-71.76245,-967.1681,-62.07875,692.941,16197.158,25.443176,-1.5822906,-0.04626465,0.06628418,
-72.14288,-967.1762,-62.11812,692.02594,16196.349,24.898209,-1.5815887,-0.046203613,0.06503296,
-72.55011,-967.18854,-62.15854,691.40234,16194.819,22.70816,-1.5815887,-0.046203613,0.06503296,
-73.04379,-967.20483,-62.20819,691.6409,16192.744,20.237244,-1.5810394,-0.046020508,0.06387329,
-73.512054,-967.2195,-62.25586,692.3556,16190.376,18.213394,-1.5810394,-0.046020508,0.06387329,
-74.35019,-967.24457,-62.337387,692.23785,16188.256,14.112793,-1.5804291,-0.045776367,0.06259155,
-74.65648,-967.2535,-62.36635,690.6933,16188.836,14.900879,-1.5798798,-0.045654297,0.061340332,
-74.94211,-967.2615,-62.392426,688.1035,16189.658,15.410202,-1.5798798,-0.045654297,0.061340332,
-75.52606,-967.2765,-62.441254,686.2944,16189.084,15.121429,-1.5791473,-0.04510498,0.06011963,
-75.82774,-967.28357,-62.46408,686.94385,16189.281,16.508484,-1.5791473,-0.04510498,0.06011963,
-76.48796,-967.2985,-62.512085,689.474,16190.839,19.310211,-1.5785065,-0.045043945,0.058929443,
-76.992905,-967.3153,-62.55777,689.50555,16192.86,22.177887,-1.5785065,-0.045043945,0.058929443,
-78.3076,-967.36414,-62.69336,688.7397,16195.356,27.101563,-1.5780487,-0.04486084,0.057891846,
-78.91771,-967.38635,-62.75682,689.74445,16196.727,26.590698,-1.5780487,-0.04486084,0.057891846,
-79.50632,-967.4064,-62.816986,689.84894,16197.159,26.330872,-1.577591,-0.044677734,0.057128906,
-80.11096,-967.4244,-62.877136,689.04315,16196.149,26.396957,-1.577591,-0.044677734,0.057128906,
-80.669556,-967.44055,-62.931213,688.8179,16196.74,25.056778,-1.5772247,-0.0446167,0.056274414,
-81.09349,-967.4527,-62.97177,690.51465,16197.971,25.750153,-1.576767,-0.04449463,0.055511475,
-81.512436,-967.4636,-63.010773,692.3417,16198.379,27.673874,-1.5763092,-0.044433594,0.054595947,
-81.92441,-967.476,-63.04837,692.2864,16198.646,28.205505,-1.5759735,-0.044128418,0.053649902,
-82.33035,-967.4896,-63.08722,692.1366,16198.888,28.184097,-1.5755463,-0.044006348,0.052825928,
-82.72565,-967.50183,-63.127167,692.70166,16199.1045,26.665192,-1.5755463,-0.044006348,0.052825928,
-83.21814,-967.51807,-63.176285,693.3102,16198.999,25.498138,-1.575119,-0.043945313,0.052124023,
-83.75717,-967.5387,-63.22647,693.1581,16198.505,25.747482,-1.575119,-0.043945313,0.052124023,
-84.299164,-967.5602,-63.274628,693.22107,16199.66,27.471527,-1.5747528,-0.043762207,0.05130005,
-84.72087,-967.5763,-63.310776,694.17755,16199.999,27.323563,-1.5743866,-0.043701172,0.05065918,
-85.12985,-967.5908,-63.345764,693.63873,16198.605,25.690765,-1.5740814,-0.0435791,0.04989624,
-85.54306,-967.6039,-63.37976,692.0541,16197.851,23.621399,-1.5737152,-0.043518066,0.049224854,
-85.9798,-967.61816,-63.412857,691.7276,16196.971,21.659012,-1.573349,-0.04321289,0.04864502,
-86.46016,-967.636,-63.44763,691.9337,16195.58,22.09233,-1.573349,-0.04321289,0.04864502,
-87.06305,-967.65826,-63.491196,692.51904,16195.228,21.48256,-1.5731354,-0.04321289,0.048187256,
-87.65956,-967.6783,-63.5334,693.8457,16196.11,18.434387,-1.5731354,-0.04321289,0.048187256,
-88.204834,-967.6963,-63.56836,693.9399,16196.705,16.390884,-1.5728912,-0.043151855,0.04776001,
-88.54915,-967.70483,-63.587112,694.3246,16196.939,17.750961,-1.5726471,-0.043029785,0.04727173,
-88.811646,-967.7075,-63.601486,694.6709,16196.651,22.074265,-1.5723114,-0.04296875,0.04647827,
-89.06067,-967.70996,-63.616943,693.48285,16196.692,26.265137,-1.5717926,-0.042785645,0.045440674,
-89.26692,-967.7146,-63.62834,692.9136,16196.328,27.737457,-1.5713348,-0.042785645,0.044525146,
-89.335434,-967.72876,-63.623642,693.2009,16194.002,28.86258,-1.5706482,-0.04272461,0.043518066,
-89.207535,-967.75653,-63.594467,693.7595,16191.208,31.174866,-1.5706482,-0.04272461,0.043518066,
-88.76367,-967.7895,-63.51799,693.56244,16190.993,36.75505,-1.5698853,-0.04260254,0.042022705,
-87.986694,-967.8072,-63.389236,692.3853,16192.999,45.576263,-1.5698853,-0.04260254,0.042022705,
-87.11752,-967.8231,-63.243546,690.7261,16194.504,58.014206,-1.568512,-0.042297363,0.03967285,
-86.45068,-967.84,-63.129288,688.5329,16194.46,71.60768,-1.5670776,-0.042114258,0.037109375,
-86.17728,-969.23206,-63.0988,691.15796,16189.5205,80.04266,-1.5660095,-0.041870117,0.034973145,
-86.43005,-972.71967,-63.183594,694.6202,16185.075,84.234924,-1.5657959,-0.041809082,0.03451538,
-86.82965,-977.5097,-63.317276,698.03613,16186.174,79.90991,-1.5663452,-0.041870117,0.0357666,
-87.29903,-983.29724,-63.487473,706.3092,16184.463,70.31882,-1.5671997,-0.042114258,0.037475586,
-87.861145,-989.8429,-63.690536,712.0553,16179.224,64.38623,-1.5671997,-0.042114258,0.037475586,
-88.55838,-998.30524,-63.951874,710.9283,16177.808,52.84845,-1.5679626,-0.042297363,0.03933716,
-89.215836,-1007.161,-64.217026,708.51434,16178.533,35.76616,-1.5679626,-0.042297363,0.03933716,
-89.81653,-1016.49976,-64.48561,712.0404,16177.686,33.988876,-1.568512,-0.04260254,0.041015625,
-90.24161,-1024.6025,-64.70178,712.3146,16179.823,38.88774,-1.5689392,-0.042785645,0.04272461,
-90.46977,-1032.835,-64.88898,709.76196,16181.146,37.69806,-1.5691833,-0.04296875,0.04397583,
-90.45311,-1041.1945,-65.04018,708.1645,16178.738,33.328156,-1.5692444,-0.043151855,0.04486084,
-90.091446,-1049.6816,-65.13867,703.82745,16182.27,43.491837,-1.5688171,-0.043151855,0.044769287,
-89.41925,-1058.1979,-65.18741,702.4236,16188.848,67.135544,-1.5677795,-0.043029785,0.042938232,
-88.64218,-1066.6831,-65.21132,699.1605,16193.867,83.11603,-1.5677795,-0.043029785,0.042938232,
-87.54799,-1076.9388,-65.20122,693.3246,16195.886,96.29866,-1.56604,-0.042785645,0.0395813,
-86.245804,-1087.3488,-65.144226,686.0727,16194.903,108.7628,-1.56604,-0.042785645,0.0395813,
-84.79683,-1098.0393,-65.05409,676.44684,16198.317,125.77904,-1.5641174,-0.042541504,0.03527832,
-83.604065,-1107.2815,-64.96895,667.8836,16203.59,151.29106,-1.5619202,-0.042114258,0.029876709,
-82.56929,-1116.6438,-64.89241,662.976,16206.535,178.8506,-1.5597229,-0.041870117,0.02444458,
-81.6288,-1125.9318,-64.81592,660.5588,16207.987,200.0549,-1.5578003,-0.04168701,0.019104004,
-80.88611,-1135.0831,-64.75966,657.2835,16209.293,219.63852,-1.5562134,-0.041625977,0.013641357,
-80.50662,-1144.2698,-64.76138,653.1361,16206.77,224.86668,-1.554779,-0.041259766,0.008850098,
-80.424484,-1153.6077,-64.81531,648.10376,16199.8,212.87607,-1.554779,-0.041259766,0.008850098,
-80.52133,-1165.2788,-64.91246,644.17456,16196.926,210.58252,-1.5541382,-0.041259766,0.005645752,
-80.686325,-1177.6564,-65.02084,641.0382,16198.839,215.91653,-1.5541382,-0.041259766,0.005645752,
-81.17198,-1204.3904,-65.278305,637.8645,16199.319,222.05835,-1.5538025,-0.041625977,0.0030212402,
-81.43733,-1216.4215,-65.40549,639.55817,16201.893,238.34175,-1.5534973,-0.041809082,0.0005493164,
-81.88316,-1229.1027,-65.56734,640.3826,16209.906,261.29468,-1.5534973,-0.041809082,0.0005493164,
-82.86749,-1245.0011,-65.834915,640.1249,16212.62,271.15485,-1.5532837,-0.041870117,-0.0014953613,
-84.48668,-1261.4944,-66.20145,640.09283,16210.364,265.3325,-1.5532837,-0.041870117,-0.0014953613,
-89.128845,-1296.0883,-67.177765,640.57794,16205.046,238.9704,-1.5540161,-0.042297363,-0.00015258789,
-91.10629,-1311.3975,-67.62323,636.4016,16203.547,214.47205,-1.5550537,-0.04296875,0.0039978027,
-92.97577,-1327.5675,-68.07654,634.74243,16202.298,196.22275,-1.5550537,-0.04296875,0.0039978027,
-94.94092,-1347.8595,-68.60202,640.64734,16199.475,186.79678,-1.5562134,-0.043518066,0.009307861,
-96.48506,-1368.8608,-69.08093,653.45996,16194.533,189.31078,-1.5562134,-0.043518066,0.009307861,
-97.71442,-1390.0432,-69.52138,661.79193,16191.287,203.37048,-1.5566406,-0.043762207,0.0134887695,
-98.61554,-1407.2233,-69.86136,663.0922,16194.463,217.92366,-1.5566406,-0.044006348,0.015045166,
-99.37962,-1423.6879,-70.16254,661.36316,16196.722,219.02437,-1.5565491,-0.044189453,0.014190674,
-100.00662,-1439.4475,-70.43326,661.0067,16193.956,210.21739,-1.556427,-0.044189453,0.008758545,
-100.45154,-1454.7646,-70.66708,659.48627,16194.866,213.68839,-1.5563049,-0.044189453,-0.016204834,
-100.846985,-1469.7697,-70.88251,658.1178,16193.885,217.31213,-1.5557251,-0.044006348,-0.7318115,
-101.41737,-1484.5111,-71.12129,659.0857,16186.204,207.27673,-1.5557251,-0.044006348,-0.7318115,
-102.14189,-1501.9132,-71.40939,656.5576,16186.489,211.84161,-1.5552979,-0.043945313,-3.019699,
-102.80594,-1519.0281,-71.68367,654.1824,16193.944,232.34598,-1.5552979,-0.043945313,-3.019699,
-103.65993,-1535.6823,-71.98399,653.74426,16199.154,245.00119,-1.5550537,-0.043762207,-3.0589142,
-104.694824,-1549.1768,-72.28667,653.6499,16198.745,237.79535,-1.5552063,-0.043762207,-3.0768585,
-106.047745,-1562.5864,-72.64638,652.2653,16199.676,222.61226,-1.5562134,-0.044006348,-3.0907135,
-107.66643,-1576.2379,-73.05791,653.91846,16201.014,204.64862,-1.5576172,-0.044189453,-3.1035614,
-109.1015,-1589.971,-73.46275,664.00415,16193.52,180.58337,-1.5594482,-0.0446167,-3.1153412,
-110.18919,-1603.456,-73.83232,673.68115,16189.574,171.82166,-1.5611267,-0.04486084,-3.1222076,
-111.15314,-1616.566,-74.184906,677.9914,16193.722,177.93274,-1.5611267,-0.04486084,-3.1222076,
-112.38747,-1631.7678,-74.61014,679.27124,16195.754,171.63556,-1.5622253,-0.045043945,-3.1248322,
-113.89024,-1646.4335,-75.058655,678.52356,16194.785,154.77087,-1.5622253,-0.045043945,-3.1248322,
-115.56668,-1660.657,-75.528366,679.2503,16196.111,141.19237,-1.5635376,-0.04510498,-3.1272125,
-117.078415,-1672.2672,-75.94301,681.60394,16195.806,120.7738,-1.5652771,-0.04559326,-3.1301117,
-118.698364,-1683.8538,-76.38104,683.5223,16193.231,93.69934,-1.5670471,-0.045776367,-3.133194,
-120.33339,-1695.5637,-76.83513,688.348,16192.715,72.23178,-1.5691528,-0.046081543,-3.1363068,
-121.92961,-1707.2622,-77.29617,690.6916,16194.349,54.910614,-1.5712433,-0.04626465,-3.1390228,
-123.463486,-1718.7911,-77.753525,690.4014,16197.219,39.221695,-1.5731354,-0.04650879,-3.1408234,
-124.9138,-1730.1398,-78.20505,695.03906,16198.901,26.60141,-1.5731354,-0.04650879,-3.1408234,
-126.5558,-1743.5524,-78.740845,699.71277,16199.117,13.843567,-1.574997,-0.046569824,3.141159,
-128.09048,-1756.7555,-79.267975,701.71967,16198.211,-0.63768005,-1.574997,-0.046569824,3.141159,
-132.24861,-1797.25,-80.861206,702.23944,16194.745,-42.766296,-1.5764618,-0.046691895,3.1405792,
-133.65114,-1809.5594,-81.376236,701.3943,16195.076,-52.78592,-1.5779572,-0.046691895,3.1404877,
-134.95111,-1819.4343,-81.811935,704.0328,16195.174,-61.603577,-1.5794525,-0.04675293,3.1399994,
-136.34792,-1828.8375,-82.24643,708.007,16195.662,-73.03856,-1.5794525,-0.04675293,3.1399994,
-138.016,-1839.5679,-82.75488,711.3839,16194.802,-88.1288,-1.581131,-0.046936035,3.139511,
-139.5562,-1849.7549,-83.24242,712.72345,16193.228,-107.608475,-1.581131,-0.046936035,3.139511,
-140.88847,-1859.4918,-83.70215,713.4292,16193.41,-122.34076,-1.5828705,-0.046936035,3.1390228,
-141.79651,-1867.3978,-84.05986,713.0646,16195.475,-129.70116,-1.5842133,-0.046936035,3.139145,
-142.56285,-1875.2352,-84.40135,711.63666,16197.732,-132.62637,-1.5851898,-0.04675293,3.1399689,
-143.22263,-1882.9797,-84.72865,711.9512,16199.264,-131.85988,-1.5860443,-0.046691895,3.1410675,
-143.779,-1890.3837,-85.0332,713.83386,16200.643,-129.17053,-1.5865021,-0.04650879,-3.1407013,
-144.27756,-1897.3458,-85.31494,713.4288,16201.983,-128.9496,-1.5867767,-0.04626465,-3.1390533,
-144.77367,-1903.9486,-85.58099,711.1647,16202.19,-131.55008,-1.5867767,-0.04626465,-3.1390533,
-145.41357,-1911.7029,-85.89792,707.2274,16204.276,-133.99046,-1.5868683,-0.046081543,-3.1373749,
-146.13905,-1919.5342,-86.22803,699.485,16209.153,-138.38626,-1.5868683,-0.046081543,-3.1373749,
-146.96335,-1927.5867,-86.58531,697.41565,16207.044,-150.3405,-1.5871124,-0.046020508,-3.1361237,
-147.67896,-1934.4851,-86.90073,702.75146,16202.6455,-157.80005,-1.5877838,-0.045837402,-3.1352692,
-148.35712,-1941.1299,-87.20668,708.25354,16202.486,-159.31487,-1.5883026,-0.045776367,-3.1344147,
-148.95535,-1947.176,-87.48471,710.9059,16201.844,-164.27731,-1.5887909,-0.045776367,-3.1336517,
-149.44139,-1952.6276,-87.73244,711.3935,16201.564,-167.24385,-1.589035,-0.045776367,-3.1325226,
-149.82893,-1957.539,-87.95538,711.6323,16201.313,-169.61378,-1.589035,-0.045776367,-3.1325226,
-150.25069,-1963.1873,-88.21127,711.5474,16200.987,-170.64699,-1.5891571,-0.045654297,-3.131363,
-150.69615,-1968.9445,-88.4745,710.67114,16200.795,-169.3774,-1.5891571,-0.045654297,-3.131363,
-151.58292,-1980.5319,-89.013596,709.98254,16200.584,-165.58684,-1.5891571,-0.04559326,-3.1302338,
-151.91298,-1985.1068,-89.228485,709.56274,16200.431,-167.42265,-1.5890045,-0.04510498,-3.128952,
-152.27243,-1989.4713,-89.44684,711.28436,16199.493,-164.17607,-1.5890045,-0.04510498,-3.128952,
-153.228,-1998.4423,-89.93196,713.22864,16196.841,-159.62425,-1.588913,-0.04510498,-3.1278534,
-153.99123,-2003.071,-90.2074,715.9833,16196.263,-158.05734,-1.588913,-0.04510498,-3.1278534,
-154.79903,-2007.4021,-90.47365,717.8627,16196.142,-161.64592,-1.588913,-0.04510498,-3.1269379,
-155.51106,-2011.318,-90.71327,718.85425,16196.434,-167.97485,-1.588913,-0.04510498,-3.1269379,
-156.27135,-2014.8435,-90.934814,718.44696,16198.795,-168.77205,-1.5890045,-0.045043945,-3.126114,
-157.06326,-2017.4539,-91.110855,717.9804,16200.121,-174.28835,-1.5892487,-0.045043945,-3.1255035,
-157.98549,-2019.7633,-91.28177,716.8607,16197.915,-188.85065,-1.589798,-0.045043945,-3.1253204,
-158.91776,-2021.8417,-91.44058,715.35315,16197.529,-199.85713,-1.5903778,-0.045043945,-3.1253815,
-159.74731,-2023.726,-91.57861,716.0958,16197.481,-205.96384,-1.5909576,-0.045043945,-3.1255035,
-160.50343,-2025.4231,-91.70276,717.7639,16195.839,-214.15918,-1.5913544,-0.044921875,-3.1253815,
-161.23132,-2026.9531,-91.81947,719.1653,16195.161,-222.63466,-1.5913544,-0.044921875,-3.1253815,
-162.06534,-2028.6055,-91.94852,719.82666,16194.851,-227.36325,-1.5916595,-0.04486084,-3.12529,
-162.86383,-2030.0927,-92.06467,719.4221,16194.271,-230.01935,-1.5916595,-0.04486084,-3.12529,
-163.61578,-2031.4318,-92.16925,718.0582,16195.05,-237.70853,-1.5918732,-0.04486084,-3.1250763,
-164.17662,-2032.4349,-92.247604,715.931,16199.149,-242.82918,-1.5919647,-0.044677734,-3.1248627,
-164.7989,-2033.3408,-92.33313,715.61615,16206.038,-238.43993,-1.5919647,-0.0446167,-3.124527,
-165.5794,-2034.1597,-92.435165,715.2328,16208.839,-239.78833,-1.5921173,-0.04449463,-3.124405,
-166.44562,-2034.8982,-92.54436,714.7878,16208.261,-249.29987,-1.5925751,-0.04449463,-3.124527,
-167.32497,-2035.5679,-92.6501,715.487,16205.841,-262.659,-1.5930634,-0.04449463,-3.1248627,
-168.15878,-2036.1755,-92.74527,714.7166,16199.763,-278.08133,-1.5930634,-0.04449463,-3.1248627,
-168.93398,-2036.8351,-92.83313,714.4232,16199.292,-282.9635,-1.5936432,-0.04449463,-3.1251373,
-169.35614,-2037.4287,-92.88226,714.75903,16203.668,-279.35944,-1.5936432,-0.04449463,-3.1251373,
-169.1766,-2038.9523,-92.85103,714.37726,16208.907,-272.6086,-1.5937347,-0.044433594,-3.1250458,
-169.16788,-2039.347,-92.8351,714.71765,16210.321,-271.43973,-1.5936127,-0.044433594,-3.124649,
-169.25612,-2039.6433,-92.82814,717.4234,16212.693,-273.487,-1.5933685,-0.044189453,-3.124527,
-169.50015,-2039.9099,-92.83185,719.1587,16215.729,-273.6299,-1.5933685,-0.044189453,-3.124527,
-170.42218,-2040.1978,-92.90469,720.62054,16218.46,-279.85706,-1.5936432,-0.044128418,-3.1245575,
-172.3684,-2040.46,-93.09596,722.1361,16221.219,-293.85938,-1.5936432,-0.044128418,-3.1245575,
-174.9397,-2040.7021,-93.35518,724.4999,16221.501,-321.05786,-1.5948029,-0.044189453,-3.1257782,
-177.20541,-2040.8885,-93.58182,725.62744,16221.956,-354.33414,-1.5970306,-0.044433594,-3.1279755,
-179.55133,-2041.0613,-93.8232,724.8428,16224.064,-380.08362,-1.5995331,-0.0446167,-3.1304474,
-182.02483,-2041.197,-94.08815,725.33624,16225.162,-409.55646,-1.6022186,-0.04486084,-3.1330414,
-184.80524,-2041.264,-94.39348,726.3802,16231.149,-435.0821,-1.6050873,-0.045043945,-3.1358795,
-188.1372,-2041.2621,-94.76572,732.4185,16228.34,-487.1479,-1.6086273,-0.04559326,-3.139267,
-191.979,-2041.2004,-95.2005,744.05145,16213.414,-572.19745,-1.6086273,-0.04559326,-3.139267,
-196.46632,-2041.1069,-95.69998,732.02655,16211.678,-651.74084,-1.6128693,-0.046020508,3.1396332,
-200.24748,-2041.0168,-96.09564,693.211,16223.013,-724.3291,-1.6128693,-0.046020508,3.1396332,
-203.47392,-2040.5317,-96.448746,685.77057,16230.715,-758.7657,-1.6171722,-0.04650879,3.1354828,
-205.97258,-2039.626,-96.761154,703.7682,16236.346,-764.4646,-1.6204681,-0.04675293,3.1322784,
-208.45195,-2038.4224,-97.09204,714.8672,16237.416,-790.7884,-1.6234283,-0.047180176,3.1292877,
-210.6634,-2037.0172,-97.39482,730.05493,16234.079,-827.47644,-1.6264496,-0.047912598,3.1263275,
-212.47772,-2035.5422,-97.64752,741.72424,16233.775,-851.3977,-1.6287384,-0.048461914,3.1239777,
-213.9765,-2034.1118,-97.85722,748.02765,16234.803,-861.4295,-1.6303253,-0.048828125,3.1223602,
-215.16087,-2032.7395,-98.01605,753.00085,16237.326,-864.45953,-1.6303253,-0.048828125,3.1223602,
-216.26717,-2031.2147,-98.154755,759.5762,16238.997,-871.98535,-1.6313324,-0.049072266,3.1212006,
-217.10121,-2029.8514,-98.24667,768.19324,16239.102,-883.9573,-1.6313324,-0.049072266,3.1212006,
-218.21852,-2027.5228,-98.33261,768.5618,16240.0205,-904.859,-1.6320343,-0.049621582,3.1205597,
-218.94798,-2026.7045,-98.40436,769.38196,16241.522,-914.64307,-1.6326447,-0.049682617,3.1199799,
-220.06592,-2025.9902,-98.52879,787.016,16241.175,-920.84937,-1.6326447,-0.049682617,3.1199799,
-223.3171,-2024.7681,-98.92009,815.04034,16237.3,-941.8194,-1.6336823,-0.049926758,3.1186981,
-224.83849,-2024.4156,-99.125824,800.215,16248.472,-1008.49243,-1.6336823,-0.049926758,3.1186981,
-227.57378,-2025.1146,-99.6266,768.26575,16259.107,-1137.1484,-1.6348724,-0.050354004,3.1175385,
-229.18065,-2025.3563,-99.96811,774.8141,16257.801,-1117.6036,-1.6348724,-0.050354004,3.1175385,
-234.93477,-2024.7794,-101.25415,788.7119,16248.534,-1089.4597,-1.6359711,-0.05053711,3.1166534,
